Date,Open,High,Low,Close,Adj Close,Volume
2010-06-30,48.959999,48.970001,48.009998,48.070000,37.116917,18388800
2010-07-01,48.099998,48.410000,47.770000,48.340000,37.325382,18114400
2010-07-02,48.439999,48.439999,47.840000,48.000000,37.062855,13581300
2010-07-06,49.340000,49.439999,48.259998,48.570000,37.502975,18225600
2010-07-07,48.660000,48.970001,48.160000,48.919998,37.773232,16176200
2010-07-08,49.320000,49.320000,48.790001,49.180000,37.973991,12650000
2010-07-09,49.250000,49.549999,49.150002,49.430000,38.167015,11607200
2010-07-12,49.779999,50.330002,49.680000,50.119999,38.699810,13440900
2010-07-13,50.349998,50.689999,50.099998,50.540001,39.024097,13219800
2010-07-14,50.049999,50.360001,50.040001,50.349998,38.877388,10708300
2010-07-15,50.340000,50.439999,49.910000,50.410000,38.923725,12255600
2010-07-16,50.150002,50.330002,49.520000,49.669998,38.352329,15922200
2010-07-19,49.720001,49.810001,49.090000,49.520000,38.236515,11896000
2010-07-20,49.259998,51.029999,49.259998,50.880001,39.286640,16283900
2010-07-21,51.000000,51.000000,50.110001,50.349998,38.877388,12311100
2010-07-22,50.549999,51.090000,50.509998,50.860001,39.271187,11984200
2010-07-23,50.910000,51.810001,50.900002,51.669998,39.896622,13046400
2010-07-26,51.669998,51.669998,50.910000,51.130001,39.479671,14112100
2010-07-27,50.799999,51.299999,50.660000,50.959999,39.348408,12295200
2010-07-28,50.799999,51.389999,50.799999,51.130001,39.479671,9328500
2010-07-29,51.230000,51.779999,50.799999,51.060001,39.425613,9630500
2010-07-30,50.610001,51.250000,50.500000,51.189999,39.525990,13551400
2010-08-02,51.549999,51.700001,50.950001,51.410000,39.695869,13861000
2010-08-03,51.250000,51.650002,51.029999,51.290001,39.603203,10668600
2010-08-04,51.040001,51.709999,51.009998,51.599998,39.842571,8068900
2010-08-05,51.639999,51.669998,51.220001,51.619999,39.858013,7439000
2010-08-06,51.419998,51.790001,51.110001,51.790001,39.989281,8270300
2010-08-09,51.830002,52.340000,51.799999,52.060001,40.197765,8265400
2010-08-10,51.910000,52.480000,51.689999,52.220001,40.321308,8845800
2010-08-11,51.619999,51.619999,50.980000,51.020000,39.624660,11306300
2010-08-12,50.560001,50.779999,50.009998,50.430000,39.166431,12796900
2010-08-13,50.330002,50.740002,50.000000,50.400002,39.143120,10095300
2010-08-16,50.169998,50.570000,50.060001,50.410000,39.150890,9648700
2010-08-17,50.790001,51.619999,50.660000,51.020000,39.624660,16315500
2010-08-18,51.000000,51.320000,50.619999,50.860001,39.500389,15745000
2010-08-19,50.700001,50.959999,50.000000,50.060001,38.879051,15634100
2010-08-20,50.169998,50.470001,50.029999,50.220001,39.003326,11701700
2010-08-23,50.570000,51.500000,50.389999,51.139999,39.717850,14657800
2010-08-24,50.669998,51.720001,50.599998,51.299999,39.842098,16700800
2010-08-25,51.250000,51.790001,51.090000,51.549999,40.036282,14842400
2010-08-26,51.619999,51.619999,50.750000,50.970001,39.585804,11898700
2010-08-27,51.020000,51.250000,50.720001,51.000000,39.609119,11935000
2010-08-30,51.020000,51.250000,50.529999,50.549999,39.259628,8502500
2010-08-31,50.509998,51.099998,50.119999,50.139999,38.941193,25359400
2010-09-01,50.490002,51.430000,50.459999,51.200001,39.764446,13431500
2010-09-02,51.119999,51.810001,51.119999,51.759998,40.199379,11206100
2010-09-03,51.860001,52.090000,51.549999,52.040001,40.416821,9613100
2010-09-07,52.070000,52.560001,51.840000,51.860001,40.277035,10583800
2010-09-08,51.889999,51.980000,51.520000,51.830002,40.253746,8960000
2010-09-09,52.060001,52.099998,51.840000,51.910000,40.315865,7289700
2010-09-10,51.900002,52.070000,51.720001,51.970001,40.362457,8160400
2010-09-13,52.250000,52.470001,52.009998,52.209999,40.548859,7868000
2010-09-14,52.160000,53.029999,52.150002,52.660000,40.898361,11201400
2010-09-15,52.470001,53.099998,52.410000,52.860001,41.053684,10198100
2010-09-16,52.660000,53.279999,52.549999,53.150002,41.278912,10742700
2010-09-17,53.169998,53.330002,52.880001,53.009998,41.170174,20799800
2010-09-20,53.099998,53.669998,53.090000,53.540001,41.581810,9260100
2010-09-21,53.520000,53.959999,53.320000,53.570000,41.605110,9425100
2010-09-22,53.520000,54.000000,53.450001,53.820000,41.799263,9910000
2010-09-23,53.730000,53.919998,53.529999,53.650002,41.667244,7291200
2010-09-24,53.950001,54.389999,53.840000,54.080002,42.001190,9768400
2010-09-27,53.910000,54.009998,53.470001,53.480000,41.535210,8662200
2010-09-28,53.529999,53.990002,53.049999,53.820000,41.799263,11147300
2010-09-29,53.799999,53.810001,53.110001,53.349998,41.434235,9864100
2010-09-30,53.529999,53.990002,53.139999,53.520000,41.566269,10901000
2010-10-01,53.599998,53.619999,53.200001,53.360001,41.442005,8229400
2010-10-04,53.340000,53.700001,53.139999,53.570000,41.605110,7142500
2010-10-05,53.939999,54.250000,53.830002,54.000000,41.939049,10216000
2010-10-06,53.919998,54.630001,53.900002,54.560001,42.373993,10413800
2010-10-07,54.660000,54.820000,54.040001,54.360001,42.218655,7769800
2010-10-08,54.349998,54.590000,54.020000,54.410000,42.257496,8793600
2010-10-11,54.520000,54.740002,54.430000,54.610001,42.412827,7037300
2010-10-12,54.450001,54.450001,53.750000,53.919998,41.876930,15034800
2010-10-13,54.180000,54.520000,53.730000,53.820000,41.799263,13613600
2010-10-14,53.869999,53.869999,52.930000,53.250000,41.356586,15546900
2010-10-15,53.360001,53.580002,53.020000,53.349998,41.434235,12559000
2010-10-18,53.250000,53.900002,53.250000,53.759998,41.752678,9229900
2010-10-19,53.450001,53.759998,53.130001,53.320000,41.410938,10225000
2010-10-20,53.290001,53.840000,53.250000,53.470001,41.527447,9742300
2010-10-21,53.689999,54.340000,53.590000,54.029999,41.962372,9602200
2010-10-22,53.959999,54.099998,53.860001,54.060001,41.985661,5795500
2010-10-25,54.180000,54.400002,53.900002,53.950001,41.900227,7963100
2010-10-26,53.840000,54.730000,53.830002,54.560001,42.373993,10293600
2010-10-27,54.240002,54.630001,53.549999,53.869999,41.838108,13020300
2010-10-28,54.189999,54.230000,53.590000,54.080002,42.001190,8183600
2010-10-29,54.040001,54.590000,53.610001,54.169998,42.071095,8032900
2010-11-01,54.049999,54.500000,54.020000,54.310001,42.179829,8207500
2010-11-02,54.549999,54.990002,54.490002,54.790001,42.552612,8849200
2010-11-03,54.770000,54.950001,54.220001,54.910000,42.645821,9189200
2010-11-04,55.000000,55.500000,54.950001,55.360001,42.995308,13246800
2010-11-05,55.450001,55.720001,54.900002,55.200001,42.871040,10261400
2010-11-08,54.910000,55.080002,54.509998,54.910000,42.645821,9941100
2010-11-09,55.080002,55.209999,54.830002,55.049999,42.754543,10047100
2010-11-10,54.759998,54.759998,54.090000,54.509998,42.335159,11236900
2010-11-11,54.520000,54.520000,53.959999,54.340000,42.203121,12566100
2010-11-12,54.099998,54.340000,53.860001,54.130001,42.040031,10677800
